interaction,user_id,date
application,16,2/24/2024
career_fair,13,2/23/2024
application,11,2/23/2024
message_open,6,2/23/2024
job_view,20,2/23/2024
message_open,3,2/23/2024
page_view,6,2/23/2024
job_view,6,2/23/2024
job_view,14,2/23/2024
career_fair,12,2/23/2024
event,5,2/23/2024
career_fair,6,2/22/2024
event,13,2/22/2024
career_fair,19,2/22/2024
job_view,17,2/22/2024
apply_start,17,2/22/2024
event,14,2/22/2024
application,18,2/22/2024
career_fair,4,2/22/2024
message_open,19,2/22/2024
apply_start,14,2/22/2024
application,13,2/22/2024
job_view,7,2/21/2024
event,10,2/21/2024
job_view,19,2/21/2024
application,6,2/21/2024
message_open,15,2/21/2024
page_view,3,2/21/2024
application,4,2/21/2024
job_view,1,2/21/2024
application,19,2/21/2024
application,4,2/21/2024
event,15,2/21/2024
career_fair,13,2/21/2024
application,8,2/21/2024
apply_start,13,2/21/2024
job_view,11,2/21/2024
career_fair,20,2/21/2024
career_fair,19,2/20/2024
event,18,2/20/2024
page_view,20,2/20/2024
message_open,20,2/20/2024
career_fair,8,2/20/2024
message_open,14,2/20/2024
career_fair,13,2/20/2024
career_fair,5,2/20/2024
career_fair,1,2/20/2024
message_open,5,2/20/2024
application,2,2/20/2024
event,10,2/20/2024
page_view,10,2/20/2024
apply_start,1,2/20/2024
event,5,2/20/2024
message_open,11,2/20/2024
page_view,18,2/20/2024
event,5,2/20/2024
apply_start,7,2/20/2024
application,12,2/20/2024
job_view,20,2/20/2024
job_view,11,2/20/2024
career_fair,19,2/19/2024
job_view,6,2/19/2024
apply_start,9,2/19/2024
application,17,2/19/2024
job_view,4,2/19/2024
message_open,3,2/19/2024
event,15,2/19/2024
message_open,6,2/19/2024
message_open,9,2/19/2024
event,2,2/19/2024
event,14,2/19/2024
application,20,2/19/2024
apply_start,12,2/19/2024
event,20,2/19/2024
event,3,2/19/2024
job_view,11,2/19/2024
event,15,2/19/2024
event,18,2/19/2024
career_fair,4,2/18/2024
career_fair,8,2/18/2024
application,11,2/18/2024
career_fair,7,2/18/2024
message_open,10,2/18/2024
application,5,2/18/2024
application,18,2/18/2024
application,11,2/18/2024
career_fair,4,2/18/2024
message_open,1,2/18/2024
apply_start,1,2/18/2024
career_fair,7,2/18/2024
page_view,6,2/18/2024
apply_start,4,2/17/2024
application,15,2/17/2024
message_open,13,2/17/2024
event,16,2/17/2024
application,13,2/17/2024
event,10,2/17/2024
page_view,15,2/17/2024
page_view,4,2/17/2024
apply_start,15,2/17/2024
message_open,9,2/17/2024
career_fair,17,2/17/2024
job_view,3,2/17/2024
message_open,6,2/16/2024
job_view,17,2/16/2024
application,8,2/16/2024
job_view,9,2/16/2024
page_view,12,2/16/2024
page_view,14,2/16/2024
page_view,17,2/16/2024
message_open,7,2/16/2024
apply_start,8,2/16/2024
page_view,4,2/16/2024
event,3,2/16/2024
page_view,18,2/16/2024
career_fair,8,2/16/2024
message_open,12,2/16/2024
career_fair,18,2/16/2024
job_view,7,2/16/2024
job_view,4,2/16/2024
job_view,1,2/16/2024
career_fair,1,2/15/2024
apply_start,20,2/15/2024
event,5,2/15/2024
apply_start,8,2/15/2024
job_view,5,2/15/2024
application,9,2/15/2024
message_open,8,2/15/2024
message_open,10,2/15/2024
career_fair,1,2/15/2024
job_view,15,2/15/2024
career_fair,1,2/15/2024
job_view,19,2/15/2024
career_fair,7,2/15/2024
application,13,2/15/2024
apply_start,12,2/15/2024
message_open,15,2/15/2024
event,15,2/14/2024
career_fair,7,2/14/2024
message_open,6,2/14/2024
page_view,2,2/14/2024
page_view,4,2/14/2024
page_view,8,2/14/2024
job_view,2,2/14/2024
page_view,11,2/14/2024
apply_start,14,2/14/2024
event,10,2/14/2024
apply_start,14,2/14/2024
application,13,2/14/2024
application,2,2/14/2024
event,3,2/14/2024
message_open,10,2/14/2024
message_open,5,2/14/2024
job_view,20,2/14/2024
event,10,2/14/2024
event,5,2/14/2024
message_open,6,2/14/2024
message_open,20,2/14/2024
application,8,2/13/2024
event,5,2/13/2024
career_fair,2,2/13/2024
job_view,8,2/13/2024
job_view,10,2/13/2024
application,10,2/13/2024
job_view,15,2/13/2024
event,6,2/13/2024
event,3,2/13/2024
apply_start,7,2/13/2024
event,2,2/13/2024
application,12,2/13/2024
event,16,2/13/2024
event,18,2/13/2024
event,7,2/13/2024
apply_start,11,2/13/2024
event,10,2/13/2024
page_view,7,2/13/2024
job_view,20,2/13/2024
application,12,2/13/2024
application,10,2/13/2024
apply_start,9,2/13/2024
message_open,19,2/13/2024
event,12,2/13/2024
career_fair,6,2/13/2024
message_open,20,2/12/2024
job_view,6,2/12/2024
message_open,16,2/12/2024
application,7,2/12/2024
job_view,19,2/12/2024
event,19,2/12/2024
message_open,15,2/12/2024
apply_start,10,2/12/2024
message_open,6,2/12/2024
event,8,2/12/2024
message_open,6,2/12/2024
career_fair,8,2/12/2024
message_open,9,2/12/2024
page_view,11,2/12/2024
message_open,16,2/12/2024
application,9,2/12/2024
event,3,2/11/2024
application,13,2/11/2024
event,6,2/11/2024
career_fair,16,2/11/2024
message_open,1,2/11/2024
application,15,2/11/2024
career_fair,14,2/11/2024
page_view,10,2/11/2024
event,20,2/11/2024
apply_start,4,2/11/2024
career_fair,14,2/11/2024
job_view,19,2/11/2024
event,6,2/11/2024
message_open,19,2/11/2024
job_view,6,2/11/2024
page_view,5,2/11/2024
career_fair,6,2/11/2024
apply_start,18,2/11/2024
page_view,1,2/11/2024
event,1,2/11/2024
job_view,17,2/11/2024
career_fair,10,2/10/2024
page_view,8,2/10/2024
application,8,2/10/2024
page_view,8,2/10/2024
message_open,19,2/10/2024
message_open,19,2/10/2024
message_open,3,2/10/2024
career_fair,15,2/10/2024
event,16,2/10/2024
page_view,14,2/10/2024
apply_start,20,2/10/2024
career_fair,8,2/10/2024
event,11,2/10/2024
page_view,1,2/9/2024
career_fair,20,2/9/2024
career_fair,2,2/9/2024
job_view,2,2/9/2024
event,7,2/9/2024
application,2,2/9/2024
job_view,15,2/9/2024
event,5,2/9/2024
career_fair,18,2/9/2024
job_view,12,2/9/2024
message_open,18,2/9/2024
message_open,15,2/9/2024
application,12,2/9/2024
career_fair,16,2/9/2024
apply_start,2,2/9/2024
application,6,2/9/2024
page_view,10,2/8/2024
job_view,18,2/8/2024
page_view,20,2/8/2024
career_fair,6,2/8/2024
event,14,2/8/2024
job_view,8,2/8/2024
career_fair,10,2/8/2024
application,19,2/8/2024
page_view,5,2/8/2024
application,9,2/8/2024
page_view,18,2/8/2024
event,19,2/8/2024
event,9,2/8/2024
event,1,2/7/2024
message_open,15,2/7/2024
message_open,8,2/7/2024
career_fair,18,2/7/2024
job_view,4,2/7/2024
job_view,5,2/7/2024
job_view,5,2/7/2024
career_fair,4,2/7/2024
application,6,2/7/2024
event,18,2/7/2024
message_open,13,2/7/2024
application,5,2/7/2024
application,13,2/7/2024
page_view,20,2/7/2024
job_view,16,2/7/2024
event,17,2/7/2024
job_view,8,2/6/2024
career_fair,12,2/6/2024
application,17,2/6/2024
page_view,6,2/6/2024
page_view,7,2/6/2024
message_open,11,2/6/2024
job_view,18,2/6/2024
application,3,2/6/2024
page_view,3,2/6/2024
application,15,2/6/2024
message_open,2,2/6/2024
application,6,2/6/2024
apply_start,15,2/6/2024
application,14,2/6/2024
job_view,11,2/6/2024
apply_start,11,2/6/2024
message_open,3,2/5/2024
career_fair,5,2/5/2024
event,5,2/4/2024
career_fair,3,2/4/2024
event,5,2/4/2024
event,6,2/4/2024
job_view,4,2/4/2024
message_open,1,2/4/2024
message_open,11,2/4/2024
message_open,17,2/4/2024
page_view,16,2/4/2024
job_view,18,2/4/2024
career_fair,17,2/4/2024
job_view,7,2/4/2024
event,17,2/4/2024
page_view,11,2/4/2024
apply_start,6,2/4/2024
page_view,14,2/3/2024
page_view,1,2/3/2024
page_view,10,2/3/2024
message_open,14,2/3/2024
page_view,20,2/3/2024
career_fair,8,2/3/2024
application,4,2/3/2024
application,11,2/3/2024
event,18,2/3/2024
event,7,2/3/2024
event,5,2/3/2024
career_fair,18,2/3/2024
page_view,17,2/3/2024
application,7,2/3/2024
application,9,2/3/2024
job_view,9,2/3/2024
apply_start,6,2/2/2024
apply_start,20,2/2/2024
page_view,4,2/2/2024
application,11,2/2/2024
job_view,19,2/2/2024
page_view,6,2/2/2024
message_open,8,2/2/2024
application,8,2/2/2024
career_fair,7,2/2/2024
career_fair,4,2/2/2024
job_view,8,2/2/2024
career_fair,4,2/2/2024
event,15,2/2/2024
message_open,10,2/1/2024
event,15,2/1/2024
message_open,5,2/1/2024
application,1,2/1/2024
application,8,2/1/2024
message_open,15,2/1/2024
application,7,2/1/2024
event,20,2/1/2024
event,14,2/1/2024
apply_start,11,2/1/2024
message_open,8,2/1/2024
career_fair,2,2/1/2024
career_fair,9,2/1/2024
event,9,2/1/2024
career_fair,11,1/31/2024
job_view,1,1/31/2024
job_view,6,1/31/2024
event,8,1/31/2024
message_open,9,1/31/2024
message_open,20,1/31/2024
job_view,13,1/31/2024
job_view,11,1/31/2024
message_open,20,1/31/2024
job_view,14,1/31/2024
job_view,3,1/31/2024
apply_start,16,1/31/2024
career_fair,16,1/31/2024
application,12,1/31/2024
event,8,1/31/2024
job_view,10,1/31/2024
message_open,16,1/31/2024
career_fair,18,1/31/2024
application,2,1/31/2024
application,9,1/31/2024
event,20,1/31/2024
apply_start,17,1/30/2024
page_view,16,1/30/2024
message_open,7,1/30/2024
event,7,1/30/2024
event,2,1/30/2024
application,4,1/30/2024
apply_start,18,1/30/2024
apply_start,17,1/30/2024
career_fair,10,1/30/2024
career_fair,18,1/30/2024
apply_start,17,1/30/2024
page_view,18,1/30/2024
page_view,10,1/30/2024
application,12,1/30/2024
page_view,3,1/30/2024
message_open,6,1/30/2024
page_view,17,1/29/2024
job_view,8,1/29/2024
career_fair,1,1/26/2024
page_view,18,1/26/2024
page_view,3,1/26/2024
event,12,1/26/2024
job_view,2,1/26/2024
message_open,20,1/26/2024
career_fair,13,1/26/2024
event,11,1/26/2024
job_view,5,1/26/2024
apply_start,7,1/26/2024
message_open,8,1/26/2024
career_fair,10,1/26/2024
job_view,18,1/26/2024
job_view,14,1/26/2024
career_fair,16,1/26/2024
event,16,1/26/2024
message_open,12,1/26/2024
event,17,1/26/2024
application,2,1/26/2024
message_open,1,1/26/2024
application,17,1/26/2024
apply_start,16,1/26/2024
message_open,12,1/26/2024
message_open,11,1/26/2024
career_fair,13,1/25/2024
application,7,1/25/2024
apply_start,18,1/25/2024
page_view,1,1/25/2024
page_view,11,1/25/2024
application,15,1/25/2024
job_view,8,1/25/2024
page_view,4,1/25/2024
job_view,17,1/25/2024
job_view,3,1/25/2024
apply_start,20,1/25/2024
apply_start,3,1/25/2024
job_view,13,1/25/2024
job_view,13,1/25/2024
page_view,3,1/25/2024
event,15,1/25/2024
event,5,1/25/2024
page_view,15,1/25/2024
page_view,19,1/24/2024
career_fair,19,1/24/2024
event,3,1/24/2024
career_fair,11,1/24/2024
job_view,3,1/24/2024
event,14,1/24/2024
application,16,1/24/2024
career_fair,2,1/24/2024
page_view,19,1/24/2024
apply_start,8,1/24/2024
event,20,1/24/2024
apply_start,15,1/24/2024
page_view,11,1/24/2024
page_view,19,1/24/2024
application,8,1/24/2024
event,16,1/24/2024
message_open,4,1/24/2024
page_view,20,1/24/2024
job_view,14,1/24/2024
application,5,1/24/2024
apply_start,9,1/23/2024
message_open,15,1/23/2024
message_open,8,1/23/2024
message_open,9,1/23/2024
event,8,1/23/2024
application,20,1/23/2024
page_view,14,1/23/2024
message_open,2,1/23/2024
application,9,1/23/2024
job_view,17,1/23/2024
message_open,13,1/23/2024
apply_start,14,1/23/2024
apply_start,5,1/23/2024
event,7,1/23/2024
application,14,1/23/2024
message_open,20,1/23/2024
career_fair,16,1/23/2024
career_fair,20,1/23/2024
apply_start,6,1/23/2024
apply_start,12,1/22/2024
page_view,18,1/22/2024
message_open,1,1/22/2024
message_open,12,1/22/2024
job_view,19,1/22/2024
event,15,1/22/2024
job_view,1,1/22/2024
application,8,1/22/2024
job_view,2,1/22/2024
page_view,15,1/22/2024
page_view,6,1/22/2024
career_fair,18,1/21/2024
application,19,1/21/2024
career_fair,17,1/21/2024
event,12,1/21/2024
apply_start,5,1/21/2024
message_open,16,1/21/2024
apply_start,7,1/21/2024
job_view,15,1/21/2024
message_open,6,1/21/2024
job_view,14,1/21/2024
apply_start,20,1/21/2024
page_view,11,1/21/2024
application,20,1/21/2024
application,14,1/21/2024
page_view,5,1/21/2024
event,13,1/21/2024
event,15,1/21/2024
apply_start,13,1/21/2024
event,19,1/21/2024
application,16,1/21/2024
job_view,17,1/21/2024
message_open,13,1/20/2024
message_open,7,1/20/2024
apply_start,2,1/20/2024
application,9,1/20/2024
message_open,2,1/20/2024
application,14,1/20/2024
apply_start,17,1/20/2024
message_open,20,1/20/2024
application,5,1/20/2024
apply_start,11,1/20/2024
page_view,12,1/20/2024
event,17,1/20/2024
page_view,5,1/20/2024
apply_start,2,1/20/2024
apply_start,2,1/20/2024
event,8,1/19/2024
career_fair,1,1/19/2024
job_view,14,1/19/2024
message_open,14,1/19/2024
message_open,9,1/19/2024
event,10,1/19/2024
event,12,1/19/2024
application,20,1/19/2024
apply_start,18,1/19/2024
application,8,1/19/2024
event,7,1/19/2024
application,8,1/19/2024
apply_start,13,1/19/2024
career_fair,18,1/19/2024
job_view,14,1/19/2024
job_view,12,1/19/2024
event,12,1/19/2024
event,6,1/19/2024
job_view,3,1/18/2024
event,10,1/18/2024
page_view,5,1/18/2024
page_view,3,1/18/2024
apply_start,1,1/18/2024
career_fair,7,1/18/2024
message_open,15,1/18/2024
application,5,1/18/2024
application,16,1/18/2024
career_fair,2,1/18/2024
apply_start,4,1/18/2024
job_view,15,1/18/2024
career_fair,4,1/18/2024
message_open,12,1/18/2024
career_fair,12,1/18/2024
job_view,12,1/18/2024
event,18,1/17/2024
application,14,1/17/2024
apply_start,19,1/17/2024
event,19,1/16/2024
apply_start,16,1/16/2024
event,17,1/16/2024
application,1,1/16/2024
apply_start,1,1/16/2024
apply_start,13,1/16/2024
application,3,1/16/2024
application,17,1/16/2024
application,18,1/16/2024
application,15,1/16/2024
page_view,19,1/16/2024
event,2,1/16/2024
application,14,1/16/2024
apply_start,19,1/16/2024
page_view,11,1/16/2024
event,8,1/16/2024
job_view,8,1/16/2024
application,8,1/16/2024
career_fair,3,1/16/2024
page_view,1,1/16/2024
page_view,19,1/16/2024
job_view,6,1/16/2024
career_fair,18,1/15/2024
page_view,6,1/15/2024
event,4,1/15/2024
apply_start,19,1/15/2024
message_open,1,1/15/2024
career_fair,7,1/15/2024
apply_start,1,1/15/2024
message_open,11,1/15/2024
event,8,1/15/2024
message_open,8,1/15/2024
job_view,20,1/15/2024
job_view,20,1/15/2024
message_open,9,1/15/2024
career_fair,5,1/15/2024
message_open,11,1/15/2024
job_view,18,1/15/2024
page_view,6,1/15/2024
apply_start,1,1/14/2024
career_fair,14,1/14/2024
application,1,1/14/2024
page_view,14,1/14/2024
page_view,7,1/14/2024
job_view,19,1/14/2024
career_fair,7,1/14/2024
career_fair,1,1/14/2024
application,18,1/14/2024
event,2,1/14/2024
event,12,1/14/2024
job_view,17,1/14/2024
event,7,1/14/2024
career_fair,10,1/14/2024
apply_start,17,1/14/2024
apply_start,13,1/13/2024
message_open,3,1/13/2024
application,2,1/13/2024
application,11,1/13/2024
job_view,7,1/13/2024
event,19,1/13/2024
message_open,5,1/13/2024
job_view,6,1/13/2024
career_fair,4,1/13/2024
message_open,10,1/13/2024
application,16,1/13/2024
page_view,3,1/13/2024
event,9,1/13/2024
event,16,1/13/2024
page_view,4,1/13/2024
page_view,11,1/13/2024
message_open,20,1/13/2024
apply_start,12,1/13/2024
event,17,1/13/2024
page_view,15,1/12/2024
page_view,6,1/12/2024
career_fair,19,1/12/2024
message_open,8,1/12/2024
job_view,4,1/12/2024
page_view,14,1/12/2024
page_view,2,1/12/2024
message_open,11,1/12/2024
career_fair,8,1/12/2024
apply_start,12,1/12/2024
application,3,1/12/2024
apply_start,19,1/11/2024
job_view,19,1/11/2024
message_open,13,1/11/2024
career_fair,17,1/11/2024
message_open,12,1/11/2024
career_fair,11,1/11/2024
page_view,2,1/11/2024
message_open,17,1/11/2024
apply_start,20,1/11/2024
apply_start,4,1/11/2024
page_view,20,1/11/2024
apply_start,1,1/11/2024
message_open,14,1/11/2024
application,16,1/10/2024
message_open,17,1/10/2024
page_view,5,1/10/2024
career_fair,15,1/10/2024
apply_start,5,1/10/2024
page_view,18,1/10/2024
job_view,18,1/10/2024
message_open,3,1/10/2024
message_open,8,1/10/2024
apply_start,7,1/10/2024
page_view,5,1/10/2024
career_fair,16,1/10/2024
career_fair,20,1/10/2024
job_view,19,1/10/2024
application,10,1/10/2024
message_open,20,1/9/2024
application,12,1/9/2024
message_open,17,1/9/2024
apply_start,8,1/9/2024
event,5,1/9/2024
event,12,1/9/2024
event,11,1/9/2024
message_open,3,1/9/2024
message_open,4,1/9/2024
event,10,1/9/2024
page_view,9,1/9/2024
career_fair,15,1/9/2024
career_fair,15,1/9/2024
application,19,1/8/2024
application,1,1/8/2024
career_fair,4,1/8/2024
page_view,3,1/8/2024
job_view,17,1/8/2024
page_view,16,1/8/2024
event,8,1/8/2024
apply_start,17,1/8/2024
apply_start,4,1/8/2024
page_view,9,1/8/2024
message_open,15,1/8/2024
job_view,16,1/8/2024
application,3,1/8/2024
career_fair,15,1/8/2024
message_open,16,1/8/2024
job_view,7,1/8/2024
application,9,1/8/2024
apply_start,4,1/8/2024
apply_start,18,1/8/2024
application,12,1/8/2024
career_fair,20,1/8/2024
apply_start,14,1/8/2024
page_view,17,1/7/2024
job_view,14,1/7/2024
message_open,9,1/7/2024
career_fair,12,1/7/2024
apply_start,5,1/7/2024
message_open,12,1/7/2024
event,11,1/7/2024
job_view,7,1/7/2024
message_open,3,1/7/2024
message_open,12,1/7/2024
career_fair,7,1/6/2024
page_view,7,1/6/2024
apply_start,20,1/6/2024
event,19,1/6/2024
event,18,1/6/2024
message_open,4,1/6/2024
page_view,18,1/6/2024
job_view,19,1/6/2024
application,14,1/6/2024
apply_start,11,1/6/2024
page_view,10,1/6/2024
message_open,3,1/6/2024
apply_start,3,1/6/2024
event,14,1/6/2024
job_view,14,1/6/2024
apply_start,1,1/6/2024
apply_start,15,1/6/2024
page_view,13,1/6/2024
event,17,1/6/2024
event,5,1/5/2024
page_view,4,1/5/2024
event,5,1/5/2024
career_fair,13,1/5/2024
page_view,12,1/5/2024
job_view,16,1/5/2024
application,8,1/5/2024
application,18,1/5/2024
message_open,5,1/5/2024
apply_start,11,1/5/2024
event,10,1/5/2024
application,1,1/5/2024
apply_start,3,1/5/2024
message_open,3,1/5/2024
page_view,9,1/5/2024
apply_start,1,1/5/2024
message_open,20,1/4/2024
event,2,1/4/2024
event,12,1/4/2024
apply_start,8,1/4/2024
application,10,1/4/2024
page_view,10,1/4/2024
job_view,2,1/4/2024
event,13,1/4/2024
application,4,1/4/2024
page_view,3,1/4/2024
event,13,1/4/2024
event,18,1/4/2024
apply_start,14,1/4/2024
career_fair,16,1/4/2024
message_open,6,1/4/2024
event,4,1/4/2024
application,15,1/4/2024
apply_start,11,1/3/2024
message_open,4,1/3/2024
job_view,20,1/3/2024
application,13,1/3/2024
message_open,13,1/3/2024
page_view,4,1/3/2024
event,12,1/3/2024
job_view,16,1/3/2024
event,2,1/3/2024
career_fair,2,1/3/2024
application,9,1/3/2024
message_open,3,1/3/2024
event,11,1/3/2024
message_open,1,1/1/2024
job_view,12,1/1/2024
job_view,17,1/1/2024
application,4,1/1/2024
application,17,1/1/2024
application,4,1/1/2024
event,8,1/1/2024
job_view,11,1/1/2024
job_view,4,1/1/2024
apply_start,10,1/1/2024
event,14,1/1/2024
event,12,1/1/2024
apply_start,1,1/1/2024
message_open,10,1/1/2024
