interaction,user_id,date
message_open,166,7/18/2024
apply_start_start,102,6/6/2024
page_view,181,8/13/2024
event,155,1/2/2025
message_open,176,1/12/2024
job_view,79,10/13/2024
apply_start_start,145,5/10/2024
career_fair,115,10/13/2024
page_view,152,10/20/2024
apply_start_start,106,6/22/2024
application,104,4/2/2024
apply_start_start,175,2/8/2025
event,16,7/23/2024
job_view,186,7/18/2024
apply_start_start,48,1/2/2024
application,74,1/31/2025
apply_start_start,174,5/17/2024
apply_start_start,26,2/5/2025
page_view,126,2/19/2025
apply_start_start,158,2/11/2024
message_open,123,6/4/2024
apply_start_start,23,1/29/2024
application,113,8/31/2024
apply_start_start,175,11/29/2024
message_open,33,10/26/2024
page_view,66,5/25/2024
application,148,8/9/2024
application,2,4/28/2024
application,71,2/17/2025
event,45,1/11/2024
career_fair,103,1/4/2025
event,168,8/31/2024
job_view,64,11/27/2024
page_view,22,12/24/2024
career_fair,99,11/2/2024
apply_start_start,24,4/4/2024
application,148,1/1/2024
application,80,2/5/2024
career_fair,158,4/18/2024
event,151,6/9/2024
apply_start_start,73,9/11/2024
event,46,6/9/2024
career_fair,136,5/23/2024
event,136,2/18/2025
application,100,9/30/2024
career_fair,76,6/1/2024
application,175,12/5/2024
event,52,3/21/2024
career_fair,65,2/23/2025
apply_start_start,146,2/17/2024
message_open,76,3/24/2024
message_open,43,12/2/2024
page_view,63,2/16/2024
event,29,11/11/2024
job_view,112,11/16/2024
message_open,151,10/10/2024
message_open,62,7/13/2024
job_view,111,11/1/2024
page_view,161,1/5/2024
job_view,79,1/25/2025
apply_start_start,19,11/24/2024
page_view,197,9/6/2024
job_view,172,8/22/2024
event,43,2/22/2024
page_view,193,11/1/2024
apply_start_start,15,8/28/2024
job_view,161,3/23/2024
message_open,131,1/7/2024
apply_start_start,163,6/20/2024
job_view,182,1/12/2024
career_fair,69,12/22/2024
application,155,10/2/2024
job_view,50,4/26/2024
job_view,84,5/21/2024
page_view,14,5/5/2024
job_view,173,4/25/2024
application,21,2/25/2024
apply_start_start,100,8/30/2024
application,19,4/30/2024
job_view,125,8/22/2024
event,188,1/8/2024
message_open,179,11/17/2024
message_open,96,2/3/2025
page_view,139,8/5/2024
message_open,4,2/26/2024
apply_start_start,96,11/5/2024
application,165,3/20/2024
message_open,35,7/30/2024
job_view,75,12/9/2024
event,179,7/15/2024
apply_start_start,41,6/24/2024
message_open,179,12/2/2024
career_fair,150,4/3/2024
job_view,139,1/6/2025
event,188,2/22/2024
career_fair,139,1/10/2024
job_view,57,6/16/2024
apply_start_start,26,3/5/2024
page_view,83,4/14/2024
event,118,5/13/2024
page_view,13,11/4/2024
event,58,9/15/2024
message_open,93,3/1/2024
event,143,5/24/2024
job_view,149,4/9/2024
apply_start_start,7,8/28/2024
event,159,7/10/2024
application,52,10/7/2024
career_fair,173,7/14/2024
application,35,4/24/2024
job_view,35,4/17/2024
career_fair,1,9/6/2024
application,122,1/14/2024
apply_start_start,130,2/21/2025
apply_start_start,30,4/27/2024
job_view,29,9/27/2024
apply_start_start,29,9/11/2024
message_open,35,6/18/2024
page_view,75,4/4/2024
apply_start_start,180,1/22/2025
apply_start_start,193,1/24/2024
job_view,85,3/31/2024
event,157,9/14/2024
apply_start_start,16,5/5/2024
page_view,22,11/14/2024
page_view,85,5/14/2024
page_view,23,1/31/2025
apply_start_start,45,2/10/2024
event,79,8/23/2024
career_fair,135,5/6/2024
application,115,6/19/2024
event,15,1/6/2025
page_view,80,9/20/2024
career_fair,176,2/5/2024
application,168,12/9/2024
event,38,9/3/2024
apply_start_start,40,12/19/2024
event,125,6/25/2024
page_view,151,11/29/2024
page_view,42,10/24/2024
apply_start_start,120,2/11/2025
application,197,8/5/2024
apply_start_start,141,1/11/2024
career_fair,186,2/9/2024
job_view,161,12/12/2024
application,73,10/22/2024
apply_start_start,175,10/10/2024
page_view,108,6/12/2024
application,88,11/15/2024
apply_start_start,191,1/11/2024
career_fair,21,9/9/2024
application,119,4/20/2024
application,190,3/10/2024
apply_start_start,9,1/20/2025
message_open,117,1/19/2024
page_view,28,11/26/2024
message_open,94,12/15/2024
application,28,7/30/2024
page_view,21,7/15/2024
application,23,1/3/2025
message_open,108,4/7/2024
job_view,32,4/24/2024
career_fair,3,5/20/2024
application,100,8/5/2024
career_fair,7,5/17/2024
application,84,6/18/2024
page_view,173,4/11/2024
job_view,29,10/25/2024
career_fair,18,7/22/2024
career_fair,163,12/25/2024
event,197,6/9/2024
career_fair,176,3/15/2024
apply_start_start,166,11/16/2024
application,137,12/26/2024
message_open,44,4/1/2024
event,149,2/13/2024
apply_start_start,46,2/22/2024
message_open,48,4/5/2024
apply_start_start,77,1/13/2024
career_fair,61,5/29/2024
event,92,7/30/2024
job_view,151,7/4/2024
apply_start_start,198,11/13/2024
message_open,151,10/6/2024
application,144,2/12/2024
job_view,5,7/26/2024
page_view,64,6/5/2024
application,74,2/22/2024
event,126,1/21/2024
job_view,60,1/16/2025
message_open,147,3/30/2024
event,6,10/17/2024
message_open,172,10/2/2024
page_view,146,10/18/2024
career_fair,198,1/10/2024
career_fair,1,11/29/2024
career_fair,4,6/2/2024
page_view,144,2/25/2025
apply_start_start,194,1/28/2024
event,186,6/30/2024
apply_start_start,64,2/14/2024
career_fair,195,4/24/2024
application,62,3/7/2024
application,173,11/30/2024
event,187,1/11/2024
page_view,184,3/14/2024
job_view,19,11/11/2024
event,149,2/17/2024
apply_start_start,146,10/25/2024
apply_start_start,15,4/2/2024
career_fair,156,1/16/2024
career_fair,196,4/22/2024
apply_start_start,44,3/30/2024
message_open,97,1/30/2025
apply_start_start,111,6/24/2024
job_view,181,4/30/2024
application,125,7/8/2024
page_view,165,12/27/2024
career_fair,21,4/30/2024
career_fair,174,9/11/2024
application,26,8/24/2024
message_open,147,12/29/2024
page_view,193,12/21/2024
application,48,1/29/2024
apply_start_start,90,6/17/2024
message_open,20,8/3/2024
application,112,3/31/2024
job_view,51,12/30/2024
message_open,17,7/19/2024
apply_start_start,115,12/14/2024
application,37,12/19/2024
apply_start_start,120,5/1/2024
message_open,171,1/14/2025
event,39,9/13/2024
application,31,1/4/2025
apply_start_start,3,2/24/2024
job_view,101,8/6/2024
apply_start_start,42,12/20/2024
career_fair,136,2/14/2024
event,109,9/4/2024
message_open,92,8/30/2024
event,55,11/21/2024
application,198,10/4/2024
page_view,22,1/12/2024
page_view,33,12/4/2024
career_fair,21,7/9/2024
job_view,112,7/8/2024
page_view,3,2/7/2025
page_view,140,4/5/2024
apply_start_start,41,1/12/2024
career_fair,93,10/1/2024
career_fair,102,1/28/2025
apply_start_start,155,9/24/2024
apply_start_start,143,12/8/2024
career_fair,28,8/23/2024
page_view,23,5/29/2024
application,122,12/14/2024
apply_start_start,136,5/8/2024
job_view,36,1/22/2024
career_fair,91,10/16/2024
event,136,12/9/2024
message_open,182,10/6/2024
apply_start_start,198,2/15/2025
message_open,92,5/14/2024
application,113,4/10/2024
career_fair,93,9/17/2024
job_view,136,5/19/2024
career_fair,106,1/13/2025
event,196,4/21/2024
message_open,35,2/16/2025
message_open,142,1/13/2025
message_open,141,10/15/2024
apply_start_start,53,8/28/2024
job_view,23,12/4/2024
event,84,2/4/2025
apply_start_start,79,2/19/2025
job_view,67,1/4/2024
event,177,2/21/2025
application,192,1/16/2025
application,38,1/14/2025
page_view,130,1/2/2024
job_view,100,10/3/2024
message_open,109,12/22/2024
message_open,30,9/24/2024
event,70,9/1/2024
job_view,65,11/16/2024
message_open,107,11/23/2024
message_open,172,8/16/2024
event,82,10/14/2024
page_view,195,11/19/2024
message_open,90,1/12/2024
apply_start_start,128,6/7/2024
application,59,6/2/2024
job_view,47,9/23/2024
message_open,77,2/19/2025
event,178,2/17/2025
job_view,57,2/12/2025
event,24,7/17/2024
job_view,30,1/11/2025
apply_start_start,56,5/19/2024
job_view,103,9/21/2024
event,3,2/26/2024
job_view,184,8/20/2024
career_fair,115,4/24/2024
page_view,73,2/14/2024
application,49,10/23/2024
job_view,177,2/17/2024
page_view,18,6/30/2024
apply_start_start,163,1/3/2024
event,193,4/11/2024
job_view,24,5/25/2024
job_view,116,12/21/2024
application,10,4/11/2024
apply_start_start,43,9/25/2024
event,122,6/9/2024
career_fair,17,9/20/2024
page_view,133,12/27/2024
career_fair,13,1/2/2024
job_view,18,2/19/2025
message_open,103,6/25/2024
job_view,89,1/26/2024
application,45,7/7/2024
job_view,39,2/29/2024
job_view,41,1/5/2025
career_fair,6,10/8/2024
apply_start_start,52,1/2/2024
apply_start_start,40,1/19/2025
message_open,74,5/18/2024
apply_start_start,40,12/6/2024
page_view,107,8/27/2024
event,103,3/19/2024
apply_start_start,83,2/14/2025
message_open,22,8/1/2024
job_view,46,2/23/2024
page_view,194,6/19/2024
career_fair,87,3/9/2024
apply_start_start,49,4/9/2024
event,89,3/28/2024
application,158,12/11/2024
message_open,131,6/27/2024
page_view,82,3/14/2024
event,24,8/27/2024
page_view,51,7/16/2024
application,119,5/8/2024
job_view,168,1/3/2025
career_fair,170,2/21/2024
apply_start_start,156,11/22/2024
page_view,153,1/13/2024
application,153,7/6/2024
job_view,138,2/27/2024
career_fair,88,1/16/2025
career_fair,37,2/1/2025
job_view,176,8/18/2024
event,51,12/4/2024
application,149,5/18/2024
page_view,131,12/22/2024
apply_start_start,78,10/31/2024
page_view,171,4/13/2024
career_fair,141,1/14/2024
message_open,166,7/24/2024
page_view,85,2/16/2024
job_view,19,9/11/2024
job_view,61,2/24/2024
career_fair,38,8/28/2024
event,1,1/6/2025
event,124,2/16/2024
event,110,1/23/2025
message_open,171,9/12/2024
apply_start_start,165,1/20/2025
application,127,8/19/2024
application,108,10/17/2024
apply_start_start,130,11/23/2024
application,122,3/17/2024
application,169,2/11/2024
application,28,1/10/2025
page_view,60,3/6/2024
page_view,2,3/6/2024
job_view,190,10/23/2024
event,2,9/21/2024
page_view,154,5/8/2024
message_open,94,7/27/2024
message_open,66,4/6/2024
page_view,39,1/3/2025
job_view,111,12/15/2024
page_view,147,9/4/2024
message_open,130,6/24/2024
page_view,99,2/24/2024
page_view,130,12/9/2024
event,75,3/20/2024
page_view,37,4/25/2024
page_view,85,12/20/2024
job_view,32,4/24/2024
event,166,12/22/2024
career_fair,70,1/16/2025
career_fair,142,2/22/2024
event,10,5/23/2024
application,54,8/7/2024
message_open,95,2/11/2025
career_fair,159,3/31/2024
career_fair,63,1/5/2024
apply_start_start,171,8/3/2024
job_view,29,12/6/2024
application,44,3/4/2024
career_fair,180,5/20/2024
job_view,149,5/5/2024
message_open,118,3/22/2024
job_view,13,4/9/2024
job_view,25,6/24/2024
career_fair,121,12/1/2024
career_fair,90,12/13/2024
career_fair,65,1/7/2024
career_fair,200,8/12/2024
application,18,3/12/2024
page_view,165,5/28/2024
apply_start_start,86,7/26/2024
event,124,7/8/2024
application,82,3/22/2024
apply_start_start,20,8/14/2024
application,141,9/19/2024
page_view,52,9/4/2024
message_open,156,12/23/2024
job_view,28,1/17/2024
job_view,44,3/19/2024
job_view,9,3/9/2024
page_view,35,11/15/2024
page_view,101,2/17/2025
apply_start_start,192,8/27/2024
event,194,6/18/2024
event,141,1/10/2024
career_fair,18,12/31/2024
application,185,12/24/2024
apply_start_start,14,2/23/2025
event,115,9/30/2024
career_fair,40,8/25/2024
application,101,7/21/2024
job_view,174,8/7/2024
career_fair,92,2/9/2025
job_view,69,2/3/2024
application,7,7/26/2024
career_fair,156,5/9/2024
application,183,4/6/2024
message_open,47,8/3/2024
application,63,2/11/2024
event,29,1/14/2024
application,88,12/4/2024
message_open,69,4/25/2024
application,94,8/6/2024
page_view,135,2/2/2025
career_fair,93,12/19/2024
career_fair,14,12/11/2024
job_view,104,8/31/2024
message_open,104,1/10/2025
job_view,150,4/8/2024
application,200,5/2/2024
application,122,12/8/2024
page_view,4,7/16/2024
event,83,1/13/2025
message_open,16,5/28/2024
application,187,8/29/2024
page_view,7,7/26/2024
event,194,1/18/2024
career_fair,94,3/10/2024
event,27,12/5/2024
application,54,8/15/2024
event,127,3/16/2024
apply_start_start,143,12/3/2024
event,172,1/25/2024
job_view,67,2/3/2024
apply_start_start,72,8/27/2024
application,81,11/30/2024
career_fair,47,8/20/2024
career_fair,87,9/1/2024
message_open,193,4/30/2024
apply_start_start,191,5/14/2024
message_open,170,2/6/2025
application,83,3/29/2024
message_open,21,4/9/2024
career_fair,45,7/11/2024
message_open,182,2/24/2025
page_view,113,8/25/2024
career_fair,134,9/4/2024
application,132,5/16/2024
apply_start_start,63,1/15/2025
application,34,4/16/2024
application,122,9/28/2024
apply_start_start,68,9/18/2024
career_fair,71,2/20/2025
career_fair,150,11/15/2024
career_fair,63,5/9/2024
job_view,176,10/2/2024
job_view,2,2/13/2025
message_open,60,1/30/2025
event,188,12/3/2024
message_open,63,7/28/2024
job_view,144,11/27/2024
page_view,65,9/2/2024
event,48,7/31/2024
career_fair,53,2/24/2025
event,187,2/16/2025
event,55,2/28/2024
event,199,9/1/2024
event,84,5/7/2024
page_view,144,1/27/2024
job_view,31,1/17/2024
job_view,46,2/20/2025
apply_start_start,22,8/2/2024
page_view,19,10/22/2024
job_view,92,9/15/2024
career_fair,185,7/29/2024
job_view,17,4/21/2024
apply_start_start,173,10/1/2024
event,35,5/16/2024
message_open,52,8/14/2024
career_fair,148,12/10/2024
job_view,38,5/1/2024
career_fair,141,3/24/2024
apply_start_start,182,4/19/2024
apply_start_start,40,11/14/2024
page_view,59,7/30/2024
apply_start_start,124,8/14/2024
page_view,60,1/6/2024
apply_start_start,36,1/11/2025
job_view,36,8/7/2024
job_view,170,12/22/2024
message_open,70,12/9/2024
message_open,49,2/8/2024
event,99,10/27/2024
career_fair,107,10/17/2024
apply_start_start,109,1/31/2024
apply_start_start,73,8/18/2024
application,50,11/23/2024
event,2,7/8/2024
application,2,12/2/2024
event,135,2/16/2025
job_view,75,8/5/2024
job_view,116,6/12/2024
application,119,9/28/2024
career_fair,74,7/30/2024
event,144,1/6/2025
message_open,126,4/28/2024
job_view,148,9/24/2024
job_view,34,7/17/2024
career_fair,100,8/19/2024
application,37,12/28/2024
page_view,98,7/13/2024
job_view,71,4/3/2024
job_view,164,3/12/2024
event,127,9/10/2024
apply_start_start,152,9/30/2024
apply_start_start,102,2/8/2024
application,84,1/1/2025
job_view,103,3/21/2024
job_view,107,4/8/2024
application,35,1/27/2024
apply_start_start,83,7/1/2024
career_fair,28,9/7/2024
job_view,132,2/1/2025
page_view,55,6/27/2024
application,83,7/31/2024
apply_start_start,189,1/29/2024
job_view,68,3/26/2024
application,195,6/7/2024
apply_start_start,25,8/18/2024
job_view,123,1/23/2025
message_open,122,1/31/2025
application,131,3/24/2024
job_view,24,8/18/2024
message_open,173,4/10/2024
career_fair,119,4/8/2024
message_open,26,9/1/2024
career_fair,79,1/14/2024
apply_start_start,81,5/29/2024
career_fair,83,12/24/2024
career_fair,191,2/6/2025
message_open,157,2/11/2025
career_fair,6,8/6/2024
job_view,83,10/29/2024
job_view,64,7/2/2024
apply_start_start,91,12/30/2024
event,2,5/27/2024
career_fair,76,6/13/2024
apply_start_start,147,8/2/2024
message_open,38,11/13/2024
career_fair,177,3/9/2024
event,55,12/20/2024
career_fair,135,2/20/2025
job_view,53,1/27/2024
job_view,122,8/10/2024
apply_start_start,38,9/4/2024
event,112,1/11/2024
event,96,2/4/2024
event,93,12/19/2024
event,189,2/3/2024
apply_start_start,53,12/18/2024
message_open,167,3/21/2024
job_view,115,6/17/2024
apply_start_start,47,7/10/2024
career_fair,159,5/18/2024
event,73,8/12/2024
page_view,166,7/12/2024
apply_start_start,172,2/15/2025
apply_start_start,70,12/15/2024
page_view,104,9/9/2024
career_fair,23,1/4/2025
career_fair,13,1/8/2025
event,200,10/15/2024
event,105,8/12/2024
apply_start_start,37,11/23/2024
message_open,179,6/13/2024
career_fair,29,5/1/2024
message_open,51,2/25/2025
page_view,43,4/19/2024
job_view,181,1/28/2024
message_open,162,6/4/2024
apply_start_start,27,10/22/2024
page_view,11,6/6/2024
page_view,93,2/1/2024
apply_start_start,10,5/11/2024
career_fair,148,1/29/2025
message_open,95,1/23/2025
job_view,96,4/9/2024
career_fair,69,9/22/2024
career_fair,172,10/3/2024
page_view,48,7/13/2024
page_view,71,1/25/2024
message_open,122,12/8/2024
event,9,2/27/2025
page_view,133,10/25/2024
career_fair,99,9/7/2024
apply_start_start,111,12/17/2024
page_view,142,6/27/2024
career_fair,88,10/21/2024
message_open,171,3/1/2024
career_fair,123,5/19/2024
page_view,45,2/15/2025
event,183,1/11/2025
event,114,9/29/2024
career_fair,10,2/15/2025
application,123,9/30/2024
page_view,127,12/9/2024
apply_start_start,185,11/5/2024
job_view,30,12/20/2024
page_view,163,3/23/2024
apply_start_start,191,3/29/2024
apply_start_start,96,6/25/2024
career_fair,57,12/22/2024
event,135,2/4/2024
message_open,154,1/18/2025
event,115,8/25/2024
application,87,1/21/2025
career_fair,78,1/29/2025
message_open,172,3/16/2024
event,188,3/20/2024
job_view,42,7/20/2024
job_view,62,3/24/2024
apply_start_start,56,8/23/2024
message_open,135,3/18/2024
apply_start_start,171,2/29/2024
message_open,98,6/24/2024
message_open,21,1/6/2025
event,75,10/25/2024
event,140,10/24/2024
career_fair,181,12/12/2024
career_fair,86,3/27/2024
event,167,4/6/2024
application,93,9/21/2024
event,117,1/22/2025
page_view,193,12/4/2024
apply_start_start,66,2/1/2024
apply_start_start,79,1/23/2025
page_view,114,2/7/2024
apply_start_start,123,6/21/2024
job_view,24,11/29/2024
career_fair,167,12/28/2024
career_fair,195,1/2/2024
job_view,114,8/18/2024
career_fair,107,12/4/2024
application,154,6/30/2024
message_open,36,5/9/2024
event,3,2/3/2025
apply_start_start,140,7/18/2024
apply_start_start,33,6/23/2024
message_open,139,12/16/2024
apply_start_start,22,5/21/2024
apply_start_start,142,8/24/2024
job_view,110,2/10/2025
application,158,4/24/2024
application,61,12/25/2024
apply_start_start,148,2/20/2025
job_view,167,4/8/2024
application,175,2/15/2024
application,195,10/31/2024
apply_start_start,130,12/10/2024
message_open,167,3/1/2024
message_open,9,4/29/2024
application,57,1/13/2025
job_view,14,4/4/2024
career_fair,190,6/11/2024
application,26,2/28/2024
career_fair,187,1/27/2025
apply_start_start,51,4/29/2024
page_view,93,3/4/2024
application,56,1/28/2025
event,123,1/20/2024
application,105,5/13/2024
page_view,110,9/9/2024
apply_start_start,172,1/19/2024
event,108,10/30/2024
message_open,74,12/28/2024
message_open,112,11/16/2024
job_view,68,4/16/2024
apply_start_start,10,2/3/2025
apply_start_start,183,1/10/2024
page_view,95,1/11/2024
event,130,2/27/2025
job_view,74,11/1/2024
application,155,8/14/2024
career_fair,58,7/8/2024
apply_start_start,74,2/25/2025
apply_start_start,176,6/26/2024
job_view,12,7/25/2024
apply_start_start,24,2/6/2025
event,14,4/22/2024
page_view,168,8/30/2024
job_view,121,6/29/2024
job_view,38,7/17/2024
apply_start_start,7,2/5/2025
page_view,77,9/22/2024
application,66,4/16/2024
event,95,6/7/2024
event,110,3/17/2024
application,134,6/1/2024
